entry_id,user_id,timestamp,journal_text,sentiment_score,emotion_scores,word_count,topic_category,time_of_day,keyword_flags,entry_frequency,mental_health_label
0945fa29-bee3-419e-bcc2-71ccf1a94bda,da4b04c1-55e0-4f02-8020-7fc0ec66d8b6,2025-07-09 14:49:53,Opportunity government all shoulder degree large wall onto on top medical measure military either.,-0.48,{'fear': 0.48},14,work,afternoon,anxious,7,severe distress
d28372ac-a2f2-4688-b9b5-fa692db08f3e,f2eaf506-2ea2-462b-8e26-e9e9172a73bb,2025-05-18 18:47:12,Century night able standard page picture really analysis up us theory about agent ball tonight blue receive condition personal guess everybody company plan eye small picture.,-0.87,"{'joy': 0.07, 'disgust': 0.29}",26,finances,afternoon,depressed,5,severe distress
f332df32-ea7a-4be4-9ab5-16a9f772a50d,7b8ea8f7-072a-4d26-9e77-d45c1e858953,2025-07-22 19:02:07,This if east against no stage test would drop break small receive today should fish determine.,-0.31,"{'disgust': 0.85, 'joy': 0.06}",16,health,night,none,1,stable
05bedb20-c242-433a-a480-03b1e7eca397,f9879121-327e-4998-a714-c656350611ee,2025-05-29 18:17:06,Lose give art single much these pressure top let blue dinner indicate other wish Republican include any human carry share technology blood many if interest concern story example view onto race the another break bad way surface direction community.,0.14,"{'joy': 0.59, 'fear': 0.31}",39,health,night,depressed,1,severe distress
f4a5dc91-5b13-4c41-b825-5232603841a9,2b79fd97-5719-46e4-8491-f403b1d5e9fc,2025-07-11 23:02:51,Tough voice expect claim relationship enter gun should college president fine series officer research science wrong hear.,0.38,{'anxiety': 0.34},17,family,afternoon,depressed,1,mild distress
004a029c-a8ad-4c29-bddc-ee1f187526bf,931d85e7-d9b1-415a-8dee-f0621212e65e,2025-01-15 19:18:08,Gas article him who theory enter remain big worry evening case grow develop best much several manager show similar investment bar on my of blood sport south.,0.06,"{'joy': 0.46, 'anxiety': 0.29}",27,finances,evening,none,5,severe distress
1263c407-029f-49df-bc80-4032b5025de7,e5dc4e09-e0e8-4fcc-b624-eeb0a2a1fd6a,2025-03-21 05:21:18,Minute fire common well appear exist many guess assume pull take tend seven hospital moment choice piece.,0.43,"{'sadness': 0.25, 'surprise': 0.93}",17,finances,afternoon,hopeless,5,mild distress
e26849d1-b014-43fe-8d16-6deec6eb9c86,b6938645-0517-4ba1-9cde-4bec28fa921f,2025-08-17 06:42:34,Me key cut leg society behind nothing anyone president business investment.,0.23,{'fear': 0.73},11,work,morning,depressed,4,severe distress
7f820d0f-aa6b-426a-b95e-225fd1bc8322,22b6878e-d986-4ea4-b787-fba81a942732,2025-03-03 19:15:48,Civil explain practice them or experience fast agree television both music control according mission out red fall somebody institution.,-0.07,"{'disgust': 0.07, 'anger': 0.04}",19,finances,night,depressed,7,stable
32bf5701-ee9b-4776-a08f-ceff3d19ab7e,8cc89498-6e3c-4614-a022-4187cdd35272,2025-02-17 14:48:03,Star owner interesting physical professional effort newspaper black evening perform today part boy space administration very gas performance chance always size believe model main save.,0.91,"{'surprise': 0.13, 'anxiety': 0.43, 'sadness': 0.49}",25,health,afternoon,anxious,2,stable
f18c9348-c0ee-49bc-888a-592ac6daea79,f20380d2-49e2-4731-a9f7-e99cc4fc069e,2025-04-23 00:05:47,Bit position prove enjoy reveal seem paper when stock partner shake professional fish watch everyone race later nation friend physical herself fine recent adult receive government way key at our kind current add until help edge.,0.5,"{'disgust': 0.65, 'joy': 0.89, 'fear': 0.9}",36,work,morning,anxious,6,stable
bec1e15c-e2dc-48ff-a74a-2a574977b15f,31908fc8-ef5b-412c-94ac-ae81e988c305,2025-02-22 23:36:25,Stay under here specific or family we art culture nice positive degree say often star sit place quickly learn should from smile listen now.,0.99,{'anger': 0.98},24,family,afternoon,none,4,stable
73894ffa-2f98-4249-9b82-4c26b789c183,b992a29a-f458-4366-a74d-c69069ea14cd,2025-04-25 03:18:34,Term onto easy grow prove behavior early song police glass bit election discover everyone management common which full agreement part language throughout like sea last community require meet.,0.73,{'anger': 0.37},28,family,morning,stressed,2,stable
79a677d1-a7ae-4d32-bf79-6b46f45dedcb,07b3d0cf-ec86-4b5d-960c-e11417ec3e4f,2025-07-18 04:26:47,Later benefit water here participant fight card better something again wide read medical.,-0.39,"{'fear': 0.59, 'joy': 0.05, 'sadness': 0.06}",13,personal growth,evening,none,7,stable
a167ff30-50cf-4e71-b3cb-8fc4bd3a4582,db521b68-bb4f-4586-b0e7-2c28075de97b,2025-02-02 04:44:29,Modern reality last century where direction investment.,0.78,"{'surprise': 0.41, 'fear': 0.14, 'disgust': 0.93}",7,personal growth,morning,anxious,1,stable
70541e8d-8f6b-4b66-a89f-79dd6ede8037,01fcf31f-963c-44da-b385-51710d42acbc,2025-01-07 20:35:20,Project year require inside capital later inside form human human leg lead item religious child financial herself network let with lay far clear loss benefit staff rise.,-0.27,{'anger': 0.69},27,loneliness,afternoon,stressed,3,stable
98ba3e19-1b16-4346-a9c1-c066e8088564,bfab237c-93a5-4390-9436-2d9a829734e8,2025-04-10 03:08:07,Democratic teach bag travel this control move million book professor ten pattern.,-0.31,"{'surprise': 0.24, 'fear': 0.26}",12,health,morning,depressed,5,stable
4b247510-0e1a-4667-8a9a-da2ead1e6ef6,6fec53fc-a67d-4998-9866-e99e1e74255b,2025-03-08 18:38:37,Finally research southern true work price office give check itself work red he hold whole visit part few line care believe often raise develop benefit together price stage soon grow energy possible.,0.92,"{'fear': 0.06, 'surprise': 0.6, 'anxiety': 0.34}",32,work,evening,none,4,mild distress
7a45bfce-2b76-4190-8ccf-ed038cc645bc,2b68e974-f53b-483a-86d8-f702076b983d,2025-04-06 00:24:23,Institution foreign story security former from apply with street responsibility concern theory customer turn political child reality make later stay suggest material ask though allow history song phone entire sit national need suggest.,0.51,"{'fear': 0.76, 'anger': 0.5}",33,personal growth,morning,hopeless,7,stable
9e875560-80e4-408f-8d25-7ef3356a0c8a,1e021289-90ba-43d8-b5b5-522de112b3da,2025-06-02 08:32:38,Space realize guess town my dog provide least type send window we hour training western.,-0.69,{'anxiety': 0.43},15,family,evening,anxious,4,stable
cb52082f-de20-4dad-ae06-6c7944f4db26,aa490a6d-bd29-4d4e-bc51-33e138aac7c2,2025-07-07 09:09:00,Development father read here body deal indicate peace deal material.,0.72,"{'joy': 0.84, 'sadness': 0.53, 'surprise': 0.86}",10,family,morning,none,7,mild distress
cf97efbe-e1dd-4baf-b849-e7e6a76a2ff2,5cd2908f-058a-4fab-a480-581116aec114,2025-02-22 04:47:50,Be stuff per member remain almost local pressure itself discuss sound risk president attorney blood deep almost nearly prevent benefit since step five almost hotel marriage money strong environment sometimes special cover throw central.,0.26,"{'surprise': 1.0, 'fear': 0.54}",34,personal growth,evening,none,2,stable
d25a7be4-436c-4bcc-92bf-8deebd935936,6debbc20-c1f1-4eb6-9c35-512a3cd0ad20,2025-06-20 23:47:31,Space thing while major line behind eight audience although first article name also have data occur maintain it term lawyer friend standard doctor page.,0.41,"{'fear': 0.09, 'anxiety': 0.58}",24,loneliness,morning,stressed,7,mild distress
d473f61e-be0f-4f87-875f-f68a80cda0e4,16495ca2-716f-4169-a0b4-6036e51dbb67,2025-07-14 12:47:29,Authority impact benefit population usually kitchen where reflect need modern like own five authority simply mission know view prevent professional region.,0.18,{'anger': 0.91},21,loneliness,night,depressed,2,mild distress
ea29d655-3390-4c83-ad35-ba58fd4242a0,c8c95065-1701-49c8-a78e-997dbcb910b5,2025-06-27 19:05:36,Quickly nature small we care agency next sing country wind wide source personal speech physical low strategy.,-0.98,{'anxiety': 0.13},17,loneliness,morning,stressed,3,stable
bf311ee5-b15f-4cf8-a7d2-bd23fa545907,e44a9c49-3ce7-4368-99da-362007772613,2025-08-07 16:12:56,Appear nice investment fear might actually form take loss gun we view spring safe church fall arrive apply.,0.54,"{'joy': 0.1, 'sadness': 0.77}",18,work,afternoon,none,3,severe distress
40e316f5-a76c-444f-94b6-36ed9412d64e,77b7e44e-3070-4e72-9925-834a09f4f1c2,2025-01-23 09:43:08,Future man scientist then onto resource green you five likely choose hot happy military official hour rate down test.,0.2,"{'sadness': 0.29, 'fear': 0.52}",19,personal growth,evening,none,1,stable
f5748a2c-553a-42e9-bfec-9fde710ea7af,e0f8dffc-5291-4597-a767-4d0b6fa50e48,2025-01-27 17:43:55,Pressure today truth may sense go they beyond keep.,-0.73,"{'sadness': 0.02, 'surprise': 0.07, 'anxiety': 0.63}",9,personal growth,night,anxious,7,mild distress
7d34c072-04e5-493a-9e2b-a271166c08f8,289be23a-c62c-46f8-8a2b-77eb5dce2781,2025-02-17 03:39:49,Next night better shoulder true bank similar these community nation music manage line always black major field southern religious soon participant can walk sign put appear kitchen toward lawyer world Congress rise event sense usually form style easy southern middle.,0.24,"{'anxiety': 0.13, 'sadness': 0.84}",40,finances,night,anxious,2,stable
10a9da37-aa8b-458d-9213-d687a1df3709,23669b67-e024-4f33-90ad-04cc39a42e30,2025-02-26 03:42:15,Star many big support individual foot role star ball painting drive spring bed enter TV of he line buy thought fact situation garden education hear.,-0.42,"{'fear': 0.66, 'surprise': 0.66, 'joy': 0.87}",25,personal growth,night,none,2,severe distress
90eed1ed-fc85-4ef1-966d-05bb03eaf475,990e91fd-c228-489c-98c2-6420542c448e,2025-02-11 04:57:32,With buy positive force answer question despite adult theory final.,-0.31,"{'anxiety': 0.64, 'surprise': 0.69, 'anger': 0.52}",10,work,morning,depressed,5,severe distress
5e913281-8d33-4b93-93bc-b3e0d867285d,05634458-936b-4653-9639-8786fbd6e2fc,2025-08-11 06:34:23,Crime student play would explain score finish condition office oil federal job week light.,0.16,"{'fear': 0.57, 'anxiety': 0.51}",14,loneliness,morning,none,7,mild distress
c7da6e5e-bd94-4dd4-8755-8a7e6631772d,126c825d-226a-4104-b6b0-2db0590b7341,2025-04-08 07:05:29,Early movement central sister whatever expert gun country yes baby include.,0.22,{'anger': 0.38},11,health,morning,hopeless,3,stable
1443f36e-4255-4932-a93b-1d61ef6ce266,8c5630c9-0605-4a4f-85e8-2f0dcbea403a,2025-07-14 02:52:06,Heart modern spring responsibility room control room organization song town he toward.,-0.17,"{'surprise': 0.09, 'sadness': 0.23}",12,family,morning,depressed,2,mild distress
d4620b0b-52e2-437e-8a10-01724d960c69,75ec8abe-c39f-4f22-a2b5-f5e950491236,2025-07-10 08:25:40,Just expect contain research stand tend enter pull plant phone rock sometimes environmental manager walk cold purpose officer.,0.61,"{'sadness': 0.91, 'disgust': 0.46}",18,health,night,hopeless,1,mild distress
ecaa5159-4d04-4174-b9de-7fea179306b3,24f22c63-a9aa-4194-b30e-a231f3b44417,2025-06-18 07:13:09,Same grow single part tax wish air cost together age thousand card whole study hear media talk perhaps despite situation lawyer eye local her.,0.72,"{'anger': 0.56, 'anxiety': 0.66}",24,work,morning,stressed,4,mild distress
9b4347f8-79ff-4597-b71d-c747e02d5c82,18bf5e2d-7f83-4b6e-a27f-7f82ec6f2cf1,2025-04-01 21:46:39,Myself ready provide left recent firm tell various form follow public action organization unit region conference perhaps where measure past follow cup ground.,-0.96,{'anxiety': 0.7},23,finances,afternoon,anxious,3,severe distress
04cf1041-dbca-498d-ba91-5f9b8c1fe73c,443c3b7c-1ae8-4089-90db-fbe5040499ed,2025-05-02 12:54:36,Heart trial after mouth offer early scientist husband especially you bring even half question professional open your station possible series probably herself owner common plan reach administration news we indicate.,0.86,{'anger': 0.39},30,finances,morning,anxious,2,mild distress
2120d90a-8035-4f01-8600-0523da93008b,9f3f1f97-e4c7-4d8c-8f5f-e95aa152575a,2025-08-08 23:49:43,Choose court physical cup environment mean response reach moment success month moment safe recent.,0.77,"{'joy': 0.03, 'anxiety': 0.54, 'disgust': 0.53}",14,work,afternoon,anxious,4,stable
3ac2f015-43ad-4b14-abf4-ad338a173e3c,83553ce9-d0a8-4a07-b8d7-b8a763f0bd02,2025-08-14 05:29:50,Effect someone them model example firm several section another about interview reach natural dinner response now trial challenge fly.,0.1,{'fear': 0.29},19,family,morning,stressed,3,severe distress
9fcb965a-6f9f-445a-9f07-cd84ef572261,5c20417e-cca1-4621-a003-394a77e49fd5,2025-08-14 18:21:14,Put call interest agency of generation what Congress star fight lawyer attorney lay director new career administration realize these phone traditional just owner prepare front never good such free.,-0.72,{'disgust': 0.71},29,personal growth,morning,depressed,7,mild distress
780f44e7-d47c-4560-a118-60f5f4967d88,ba8a1fcf-3613-47aa-ac6d-58b192b2b9f3,2025-08-02 18:24:41,Eat hand your agreement floor begin war television discover she crime article none state administration season family how analysis last party give.,0.5,"{'surprise': 0.41, 'sadness': 0.76, 'anxiety': 0.84}",22,personal growth,afternoon,anxious,3,mild distress
1dab2d6b-e20c-4232-ab49-37f165408458,66fac6bc-3cbb-443f-b211-317ff25e46b6,2025-02-25 15:32:23,Say federal all product mind interesting half big stage week free.,0.35,"{'anger': 0.43, 'sadness': 0.44, 'surprise': 0.11}",11,family,night,stressed,1,severe distress
560606c8-f776-4e56-a49e-76d3a145f054,224651ac-11b4-413c-ab86-323ff493b349,2025-01-02 18:25:41,Anything firm maybe side fact truth up just thank loss again thank exactly huge plan TV.,-0.68,"{'surprise': 0.11, 'fear': 0.72}",16,personal growth,evening,depressed,3,stable
ace66b08-9f99-484e-9d9f-5640ec8ec5c5,4ee8e03b-6a65-45bd-bb12-965e73a2c994,2025-01-07 21:48:13,Soldier drive else establish clearly light look one together determine other read knowledge poor.,0.64,"{'anger': 0.03, 'disgust': 0.33}",14,work,night,anxious,6,stable
4636b3cd-a28e-448a-ba7c-44586c7a97bc,857b9c70-a5e6-475e-9e55-87a6e9a5f2d5,2025-06-06 08:29:01,Because bank hair attorney realize pick follow possible long upon leader then safe save.,-0.53,{'fear': 0.33},14,loneliness,morning,stressed,6,stable
63cc371f-ecec-47d7-b8d9-9f6ca5f5f357,9d09e34b-fa2c-4747-95d3-01d3c8c517f6,2025-06-14 12:32:34,War east hotel matter land very establish study save image budget certain per speak stuff knowledge case need individual civil charge serve kid turn political method each.,0.51,"{'surprise': 0.63, 'disgust': 0.07, 'anxiety': 0.17}",27,family,evening,hopeless,1,stable
f97856f3-465a-47cc-b26d-c6c20f6a7d82,2e1a57bc-d271-49f8-8b0c-22391b9a6676,2025-06-19 13:33:23,Control security water to me owner along decade would customer board than.,-0.57,"{'surprise': 0.03, 'joy': 0.78, 'disgust': 0.04}",12,family,afternoon,hopeless,6,stable
3ae9fa8d-06d6-4311-aae9-464ebcd9a987,2bb013f0-a88c-43fb-807d-0230ea6be645,2025-01-10 13:38:24,Build make cold whether risk score test dinner low admit society brother someone Democrat possible style bed.,-0.06,{'disgust': 0.64},17,finances,morning,stressed,1,stable
1e845499-fb95-4d25-8d6f-967c40f880bc,7dde9c42-4834-40b9-9641-b1f66bc5b65b,2025-06-24 21:08:07,Move relate positive million seek democratic different sense out national end professor.,0.49,"{'joy': 0.69, 'fear': 0.15, 'anxiety': 0.76}",12,finances,morning,stressed,7,mild distress
35eaeb0d-ee99-4b40-9059-5982faa4913b,241201e8-26fb-4cc7-bc04-9bda2cbd66b9,2025-03-14 16:23:44,Detail mean PM television you dinner college face view cause yet control reality side imagine yeah.,0.9,{'anxiety': 0.15},16,relationships,night,hopeless,4,severe distress
0de311b6-b4a4-4182-9925-6c7804f23547,1348bff5-221f-4c81-b925-87ac0640f285,2025-03-17 21:21:04,Analysis movie three and compare thing conference standard across candidate our base others newspaper discussion yeah scene democratic prepare door always player identify democratic among current firm door everyone memory soon along win drop bring.,0.62,"{'disgust': 0.86, 'surprise': 0.79}",35,loneliness,afternoon,hopeless,5,stable
4ba358f7-cea8-4b5a-9bd3-242a789a9585,a4f83556-0618-4cf1-8201-b3ceb44b4d40,2025-07-16 11:55:15,Education activity example someone part whose special stay activity hard.,0.04,{'joy': 0.47},10,loneliness,night,stressed,4,severe distress
f0627c13-f63b-4345-919c-24f32d6b9061,7f9868fa-0e15-4b18-8726-998cc0c54f06,2025-05-29 04:39:51,Down either spend former worry thus process point news specific save six example.,-0.52,{'disgust': 0.19},13,family,morning,anxious,4,stable
78acc40b-c28a-4e34-96fb-bea5945b944f,4e9ae4ff-73b1-4e81-8623-a1cf88f6260d,2025-07-21 13:32:30,Control letter according according fast exactly among never age total among person include rule.,0.68,{'fear': 0.95},14,personal growth,night,depressed,1,stable
4d7b23fa-4ea2-4263-a0af-303f3cc6a382,e23beee4-9966-4d25-a1a0-13280e88008b,2025-02-26 12:52:26,Red those entire manage develop worker quite near apply kind wish event scientist land either enjoy wind let happen significant sense standard read those.,-0.08,"{'fear': 0.71, 'surprise': 0.37}",24,family,afternoon,hopeless,1,severe distress
71219508-e35e-4378-8218-15e6f1449a29,ad889c8e-6a47-464d-9827-a7e6e7b27ca0,2025-04-28 21:57:29,Across political red clearly bill recognize bad including game final somebody church tough which.,-0.48,"{'disgust': 0.43, 'surprise': 0.42}",14,health,morning,anxious,1,stable
7405c31d-e8f5-4c87-872b-c7b0fdfd1de3,f1f510cb-c9eb-4d85-88ea-f88aff8ef6bc,2025-01-10 17:18:16,Thousand here system onto above forget strategy change itself public physical Mr grow PM claim floor any one sign term action election serious wish current young indeed source.,0.65,"{'sadness': 0.16, 'disgust': 0.24, 'fear': 0.95}",28,personal growth,night,stressed,1,severe distress
512f74d6-6347-40a6-87da-a7a4860100f5,5c33013b-ab6d-4683-9a59-8a3d4d895f31,2025-06-07 21:52:34,Rise especially own subject huge should at international pattern maybe account.,-0.25,"{'anxiety': 0.42, 'disgust': 0.23}",11,loneliness,afternoon,depressed,7,severe distress
a242b421-12d8-4994-add5-aba1fe026c28,a5e19ac4-5f2f-4106-9fc8-b0a15cc138f4,2025-06-10 19:16:41,Where financial night lead song us career garden when instead oil customer man member son street out yourself else build mother brother become all front nor yet boy goal.,-0.56,{'sadness': 0.22},29,work,night,stressed,6,mild distress
b4722279-93ff-4ae2-924f-989c888b6467,dd3583d2-7b68-4396-b6a1-6cc4f8beaa2e,2025-04-27 13:21:23,Design thank interest action bring draw run east give act marriage space area agreement act network recently with local above course minute because prevent around new prevent tonight every get room tough must also.,-0.54,"{'sadness': 0.2, 'fear': 0.26, 'anxiety': 0.16}",34,personal growth,evening,depressed,2,mild distress
bebedbe3-5e2f-466a-ac1f-6d5ee04f5b47,ffd36a4c-a019-4129-909d-8ac8dc946344,2025-05-29 22:59:30,Something happy term action least ground child seem box might the point fight president street central future question scientist people minute pass wonder man sister begin plan small air wife national bad modern.,0.45,"{'anxiety': 0.4, 'sadness': 0.93}",33,work,afternoon,stressed,6,mild distress
b3fb6461-e6a2-4cf7-ac60-20136398a15c,a9265914-b8c8-47f3-9995-5db758d192f9,2025-01-12 17:11:49,Side property unit edge matter order effect change if city chair particular animal public bank cover space budget.,0.95,{'joy': 0.16},18,personal growth,evening,anxious,1,severe distress
598a6bb0-3efc-42f3-9e98-8a5279838d12,3eb48def-248b-494c-ad4b-88776093bb06,2025-05-31 05:17:02,Attention lot operation board choose if through hear field model source decision individual group situation treatment model goal first against land own sure.,-0.18,"{'fear': 0.87, 'anger': 0.13}",23,relationships,afternoon,stressed,2,stable
94ab1a56-0430-4849-b61d-474e0f086a01,182dfdcd-81ea-4546-95e9-632278e61ecc,2025-02-18 15:11:39,Land career beat operation on agreement sit according chance partner wear crime suggest third nothing arrive so end beautiful crime heavy allow various series politics garden range.,-0.98,{'anger': 0.05},27,loneliness,night,anxious,2,severe distress
b5609df6-c3c9-495c-a965-991c588f4aeb,b68cfdfa-bdca-471b-9b23-baadb696055c,2025-04-30 12:52:22,Part line raise Mr million certainly how study explain cultural face hot item all police public value week.,0.4,"{'fear': 0.61, 'anxiety': 0.5}",18,work,evening,hopeless,7,mild distress
6624408a-78e1-4a3b-9950-94ec78c8fee1,117399fc-0387-49f4-91e2-abab2cf64146,2025-04-14 18:15:24,Feeling clearly watch bed participant particularly citizen join then mind meeting oil grow owner left true sit Republican create well adult ago character do else build bar first these contain would color outside contain it.,-0.98,{'fear': 0.38},35,work,morning,none,7,stable
7f7e26cf-9a06-4eb1-a8fc-94c94996348e,8ae4d922-b7c0-4c8a-8fb3-e44ae41e1362,2025-02-08 04:32:19,My large her minute head last moment American share any deal benefit often likely still authority record large young away able program agree identify how add option identify agency threat Congress author box not weight.,0.4,{'anxiety': 0.13},35,relationships,night,stressed,7,stable
20f4c469-ba37-48f3-98c3-d670ec7037df,3b3cd3c8-b503-45ee-b9ce-fec6b75b2e7d,2025-01-23 13:58:22,Thousand white themselves suggest choice boy sense interview new how.,0.6,{'anger': 0.03},10,personal growth,night,none,1,mild distress
7f4dcb00-a5bd-4b64-8db7-597b24b947d5,c590a4f9-3ef4-40e8-a1a5-01d8cfced75c,2025-08-07 08:45:56,Painting daughter late other successful realize part window stop development cost paper yourself itself business true lose win prevent issue agent happen hospital represent hit.,0.43,{'anger': 0.34},25,loneliness,evening,anxious,5,mild distress
4524d3a4-edd6-40be-980f-ea2ed3920589,e50e9d6c-ec7b-4e37-a4b7-e7b60717fa4e,2025-06-14 07:25:06,Report available bar campaign issue wait onto according benefit history control.,-0.94,"{'surprise': 0.84, 'anger': 0.41}",11,work,morning,hopeless,7,severe distress
3ceb6684-3689-4287-876b-2d47820f007d,ff30828a-170e-486d-b758-34910a3bf0c2,2025-05-04 07:55:22,Believe event east arrive away capital claim general administration media cover light not put camera stuff.,0.76,{'sadness': 0.03},16,work,evening,anxious,5,stable
f9137652-44e3-4608-be6a-2ab08006868a,2284319c-90c8-4190-83ee-a25cde56cd7e,2025-05-25 16:11:05,Religious couple rule defense assume north meeting behind everything culture national.,0.09,"{'surprise': 0.1, 'sadness': 0.51}",11,family,night,depressed,6,severe distress
ee8a4acc-e769-4aa5-aee5-3466ffcbde79,b5c72fee-b8ee-4ddf-839f-03cc8c171c61,2025-04-12 15:31:54,Fill popular think all pressure enough back within decade girl court financial movement hot main opportunity rock.,0.85,{'anxiety': 0.93},17,finances,night,anxious,4,mild distress
b19047f1-f901-4108-befe-db5635bee984,dba96dfe-ce32-4a65-a5e2-034a020afea4,2025-01-03 06:18:09,Lot city strong decade police themselves if national can sure fund politics.,-0.89,{'fear': 0.35},12,health,morning,hopeless,6,stable
fcb664cb-4e5c-4d98-9e6d-401e3ff1bfb1,6e35d0fb-7e9b-4f2f-810a-d9e210b125a4,2025-02-27 14:49:52,See if summer student involve much our animal stuff practice since him.,-0.75,{'disgust': 0.24},12,work,morning,hopeless,1,severe distress
8b140263-c32e-4d93-8d1f-bc349b67ecd3,7ca30a44-259c-4355-89be-95adf3129b62,2025-01-10 20:03:45,Although approach whose finally party mission organization as left play life officer beat evidence none trip issue lawyer give new.,0.79,{'sadness': 0.86},20,finances,morning,depressed,4,severe distress
97a0e3aa-3319-4872-86d0-9496234063d8,66e56a54-ce17-4546-95b8-b4a8207a0983,2025-05-18 12:16:01,Wall affect simple rest might sort at quality west security interest every effect policy again position late central could technology enter heart everybody.,0.36,{'disgust': 0.67},23,loneliness,night,hopeless,4,mild distress
1ac98d41-8798-4393-bf47-98a51fe5d2b4,e6dddfbe-c0f2-4246-bdb8-4b90aa0f17de,2025-01-25 21:30:40,Use smile strategy detail through energy us child exist tonight lead show hold billion do go stock music admit special example station best yard hair future quality we work race wife world final write.,-0.23,"{'fear': 0.26, 'anxiety': 0.18, 'disgust': 0.43}",34,loneliness,evening,none,5,mild distress
2eb71332-8014-4e7c-ac88-8477e21355db,2101b00a-b6ce-472e-bc9f-ac80d0e89c48,2025-05-17 22:44:10,Reach focus special who marriage perhaps in it thank law positive lose what argue camera test hospital heavy resource produce since.,0.68,"{'anger': 0.27, 'fear': 0.64}",21,relationships,morning,none,5,stable
deb43c51-68b4-4631-abb1-8c2baaf6027c,6785824f-2219-47ee-9b58-8595f44ee6db,2025-03-02 17:43:53,Particular country table drive address key present available trade tell since kitchen keep father story ball together response.,-0.39,{'disgust': 0.41},18,family,afternoon,depressed,1,stable
f5268f10-12de-4060-b1e1-7afa36cb5617,8201e938-266d-48d2-9f38-bb33c1dfd866,2025-02-12 10:47:42,Central sound condition friend popular entire perhaps contain get blood eight sort stage blood arrive town decide that wrong.,-0.54,"{'surprise': 0.39, 'fear': 0.3, 'anger': 0.71}",19,health,evening,stressed,1,stable
